# R [Å] 	 single electron WF 	 density 	 V [a.u.]
3.83646e+01	5.76045e-18	6.63656e-35	-4.19536e-13
3.83770e+01	5.68498e-18	6.46379e-35	-4.17732e-13
3.83893e+01	5.61049e-18	6.29552e-35	-4.15190e-13
3.84017e+01	5.53698e-18	6.13163e-35	-4.13034e-13
3.84140e+01	5.46443e-18	5.97201e-35	-4.11266e-13
3.84264e+01	5.39284e-18	5.81654e-35	-4.09502e-13
3.84387e+01	5.32218e-18	5.66512e-35	-4.07382e-13
3.84511e+01	5.25245e-18	5.51764e-35	-4.04906e-13
3.84634e+01	5.18363e-18	5.37400e-35	-4.03184e-13
3.84758e+01	5.11571e-18	5.23409e-35	-4.01099e-13
3.84881e+01	5.04868e-18	5.09784e-35	-3.99399e-13
3.85005e+01	4.98253e-18	4.96512e-35	-3.97704e-13
3.85128e+01	4.91725e-18	4.83587e-35	-3.95659e-13
3.85252e+01	4.85282e-18	4.70998e-35	-3.93251e-13
3.85375e+01	4.78924e-18	4.58736e-35	-3.91596e-13
3.85499e+01	4.72649e-18	4.46794e-35	-3.89584e-13
3.85623e+01	4.66456e-18	4.35162e-35	-3.87950e-13
3.85746e+01	4.60344e-18	4.23834e-35	-3.86327e-13
3.85870e+01	4.54313e-18	4.12800e-35	-3.83979e-13
3.85993e+01	4.48360e-18	4.02054e-35	-3.82009e-13
3.86117e+01	4.42486e-18	3.91587e-35	-3.80417e-13
3.86240e+01	4.36688e-18	3.81393e-35	-3.78843e-13
3.86364e+01	4.30966e-18	3.71464e-35	-3.76904e-13
3.86487e+01	4.25320e-18	3.61794e-35	-3.74607e-13
3.86611e+01	4.19747e-18	3.52375e-35	-3.73063e-13
3.86734e+01	4.14247e-18	3.43202e-35	-3.71521e-13
3.86858e+01	4.08820e-18	3.34267e-35	-3.69989e-13
3.86981e+01	4.03463e-18	3.25565e-35	-3.67739e-13
3.87105e+01	3.98177e-18	3.17090e-35	-3.65498e-13
3.87228e+01	3.92960e-18	3.08835e-35	-3.64002e-13
3.87352e+01	3.87811e-18	3.00795e-35	-3.62515e-13
3.87475e+01	3.82730e-18	2.92965e-35	-3.61031e-13
3.87599e+01	3.77715e-18	2.85338e-35	-3.59563e-13
3.87722e+01	3.72767e-18	2.77910e-35	-3.57376e-13
3.87846e+01	3.67882e-18	2.70675e-35	-3.55191e-13
3.87969e+01	3.63062e-18	2.63628e-35	-3.53744e-13
3.88093e+01	3.58305e-18	2.56765e-35	-3.52319e-13
3.88216e+01	3.53611e-18	2.50081e-35	-3.50896e-13
3.88340e+01	3.48978e-18	2.43571e-35	-3.49482e-13
3.88463e+01	3.44405e-18	2.37230e-35	-3.47348e-13
3.88587e+01	3.39893e-18	2.31054e-35	-3.45223e-13
3.88710e+01	3.35439e-18	2.25039e-35	-3.43835e-13
3.88834e+01	3.31044e-18	2.19181e-35	-3.42455e-13
3.88958e+01	3.26707e-18	2.13475e-35	-3.41084e-13
3.89081e+01	3.22426e-18	2.07917e-35	-3.38993e-13
3.89205e+01	3.18202e-18	2.02505e-35	-3.37645e-13
3.89328e+01	3.14032e-18	1.97233e-35	-3.35577e-13
3.89452e+01	3.09918e-18	1.92098e-35	-3.34245e-13
3.89575e+01	3.05857e-18	1.87097e-35	-3.32915e-13
3.89699e+01	3.01850e-18	1.82227e-35	-3.31599e-13
3.89822e+01	2.97895e-18	1.77483e-35	-3.29556e-13
3.89946e+01	2.93992e-18	1.72862e-35	-3.28256e-13
3.90069e+01	2.90140e-18	1.68362e-35	-3.26236e-13
3.90193e+01	2.86338e-18	1.63979e-35	-3.24951e-13
3.90316e+01	2.82587e-18	1.59710e-35	-3.23674e-13
3.90440e+01	2.78884e-18	1.55553e-35	-3.21676e-13
3.90563e+01	2.75230e-18	1.51503e-35	-3.20422e-13
3.90687e+01	2.71624e-18	1.47559e-35	-3.19167e-13
3.90810e+01	2.68065e-18	1.43718e-35	-3.17920e-13
3.90934e+01	2.64553e-18	1.39976e-35	-3.15952e-13
3.91057e+01	2.61086e-18	1.36332e-35	-3.13997e-13
3.91181e+01	2.57666e-18	1.32783e-35	-3.12772e-13
3.91304e+01	2.54290e-18	1.29326e-35	-3.11560e-13
3.91428e+01	2.50958e-18	1.25960e-35	-3.10349e-13
3.91551e+01	2.47670e-18	1.22681e-35	-3.09145e-13
3.91675e+01	2.44425e-18	1.19487e-35	-3.07225e-13
3.91798e+01	2.41222e-18	1.16376e-35	-3.05313e-13
3.91922e+01	2.38062e-18	1.13347e-35	-3.04129e-13
3.92045e+01	2.34942e-18	1.10396e-35	-3.02965e-13
3.92169e+01	2.31864e-18	1.07522e-35	-3.01795e-13
3.92292e+01	2.28826e-18	1.04723e-35	-3.00638e-13
3.92416e+01	2.25828e-18	1.01997e-35	-2.98765e-13
3.92540e+01	2.22869e-18	9.93413e-36	-2.96893e-13
3.92663e+01	2.19949e-18	9.67552e-36	-2.95755e-13
3.92787e+01	2.17067e-18	9.42363e-36	-2.94623e-13
3.92910e+01	2.14223e-18	9.17831e-36	-2.93866e-13
3.93034e+01	2.11416e-18	8.93937e-36	-2.92379e-13
3.93157e+01	2.08646e-18	8.70665e-36	-2.91627e-13
3.93281e+01	2.05913e-18	8.47999e-36	-2.90167e-13
3.93404e+01	2.03215e-18	8.25923e-36	-2.89420e-13
3.93528e+01	2.00552e-18	8.04422e-36	-2.88694e-13
3.93651e+01	1.97924e-18	7.83481e-36	-2.87251e-13
3.93775e+01	1.95331e-18	7.63084e-36	-2.86529e-13
3.93898e+01	1.92772e-18	7.43219e-36	-2.85806e-13
3.94022e+01	1.90246e-18	7.23871e-36	-2.84388e-13
3.94145e+01	1.87753e-18	7.05026e-36	-2.83684e-13
3.94269e+01	1.85293e-18	6.86672e-36	-2.82270e-13
3.94392e+01	1.82866e-18	6.68796e-36	-2.81570e-13
3.94516e+01	1.80470e-18	6.51385e-36	-2.80890e-13
3.94639e+01	1.78105e-18	6.34428e-36	-2.80208e-13
3.94763e+01	1.75771e-18	6.17912e-36	-2.79538e-13
3.94886e+01	1.73468e-18	6.01826e-36	-2.78146e-13
3.95010e+01	1.71196e-18	5.86159e-36	-2.76772e-13
3.95133e+01	1.68953e-18	5.70899e-36	-2.76105e-13
3.95257e+01	1.66739e-18	5.56037e-36	-2.75457e-13
3.95380e+01	1.64554e-18	5.41562e-36	-2.74807e-13
3.95504e+01	1.62398e-18	5.27463e-36	-2.74170e-13
3.95627e+01	1.60270e-18	5.13732e-36	-2.72822e-13
3.95751e+01	1.58170e-18	5.00358e-36	-2.71473e-13
3.95875e+01	1.56098e-18	4.87332e-36	-2.70844e-13
3.95998e+01	1.54053e-18	4.74645e-36	-2.70227e-13
3.96122e+01	1.52034e-18	4.62289e-36	-2.69615e-13
3.96245e+01	1.50042e-18	4.50254e-36	-2.68286e-13
3.96369e+01	1.48076e-18	4.38533e-36	-2.67676e-13
3.96492e+01	1.46136e-18	4.27116e-36	-2.66357e-13
3.96616e+01	1.44222e-18	4.15997e-36	-2.65764e-13
3.96739e+01	1.42332e-18	4.05168e-36	-2.65176e-13
3.96863e+01	1.40467e-18	3.94620e-36	-2.64593e-13
3.96986e+01	1.38627e-18	3.84347e-36	-2.63293e-13
3.97110e+01	1.36810e-18	3.74341e-36	-2.62719e-13
3.97233e+01	1.35018e-18	3.64596e-36	-2.61427e-13
3.97357e+01	1.33249e-18	3.55104e-36	-2.60869e-13
3.97480e+01	1.31503e-18	3.45860e-36	-2.60302e-13
3.97604e+01	1.29780e-18	3.36856e-36	-2.59031e-13
3.97727e+01	1.28079e-18	3.28087e-36	-2.58480e-13
3.97851e+01	1.26401e-18	3.19546e-36	-2.57926e-13
3.97974e+01	1.24745e-18	3.11227e-36	-2.57383e-13
3.98098e+01	1.23111e-18	3.03125e-36	-2.56137e-13
3.98221e+01	1.21498e-18	2.95234e-36	-2.54888e-13
3.98345e+01	1.19906e-18	2.87548e-36	-2.54358e-13
3.98468e+01	1.18335e-18	2.80062e-36	-2.53825e-13
3.98592e+01	1.16784e-18	2.72771e-36	-2.53311e-13
3.98715e+01	1.15254e-18	2.65670e-36	-2.52786e-13
3.98839e+01	1.13744e-18	2.58754e-36	-2.51565e-13
3.98962e+01	1.12254e-18	2.52018e-36	-2.50341e-13
3.99086e+01	1.10783e-18	2.45457e-36	-2.49835e-13
3.99209e+01	1.09331e-18	2.39067e-36	-2.49334e-13
3.99333e+01	1.07899e-18	2.32844e-36	-2.48836e-13
3.99457e+01	1.06485e-18	2.26782e-36	-2.48343e-13
3.99580e+01	1.05090e-18	2.20878e-36	-2.47145e-13
3.99704e+01	1.03713e-18	2.15128e-36	-2.45952e-13
3.99827e+01	1.02354e-18	2.09528e-36	-2.45470e-13
3.99951e+01	1.01013e-18	2.04073e-36	-2.44984e-13
4.00074e+01	9.96896e-19	1.98760e-36	-2.44510e-13
4.00198e+01	9.83834e-19	1.93586e-36	-2.43338e-13
4.00321e+01	9.70944e-19	1.88546e-36	-2.42871e-13
4.00445e+01	9.58222e-19	1.83638e-36	-2.41692e-13
4.00568e+01	9.45667e-19	1.78857e-36	-2.41239e-13
4.00692e+01	9.33277e-19	1.74201e-36	-2.40783e-13
4.00815e+01	9.21049e-19	1.69666e-36	-2.39629e-13
4.00939e+01	9.08981e-19	1.65249e-36	-2.39173e-13
4.01062e+01	8.97071e-19	1.60947e-36	-2.38734e-13
4.01186e+01	8.85317e-19	1.56757e-36	-2.37583e-13
4.01309e+01	8.73718e-19	1.52677e-36	-2.37144e-13
4.01433e+01	8.62270e-19	1.48702e-36	-2.36008e-13
4.01556e+01	8.50972e-19	1.44831e-36	-2.35575e-13
4.01680e+01	8.39823e-19	1.41060e-36	-2.35146e-13
4.01803e+01	8.28819e-19	1.37388e-36	-2.34728e-13
4.01927e+01	8.17960e-19	1.33812e-36	-2.34305e-13
4.02050e+01	8.07242e-19	1.30328e-36	-2.33185e-13
4.02174e+01	7.96666e-19	1.26935e-36	-2.32061e-13
4.02297e+01	7.86227e-19	1.23631e-36	-2.31655e-13
4.02421e+01	7.75926e-19	1.20412e-36	-2.31245e-13
4.02544e+01	7.65760e-19	1.17278e-36	-2.30845e-13
4.02668e+01	7.55726e-19	1.14224e-36	-2.30442e-13
4.02792e+01	7.45825e-19	1.11251e-36	-2.29340e-13
4.02915e+01	7.36053e-19	1.08355e-36	-2.28242e-13
4.03039e+01	7.26409e-19	1.05534e-36	-2.27848e-13
4.03162e+01	7.16891e-19	1.02787e-36	-2.27463e-13
4.03286e+01	7.07498e-19	1.00111e-36	-2.27074e-13
4.03409e+01	6.98228e-19	9.75045e-37	-2.25995e-13
4.03533e+01	6.89080e-19	9.49662e-37	-2.25612e-13
4.03656e+01	6.80051e-19	9.24939e-37	-2.24531e-13
4.03780e+01	6.71141e-19	9.00860e-37	-2.24161e-13
4.03903e+01	6.62347e-19	8.77408e-37	-2.23787e-13
4.04027e+01	6.53669e-19	8.54567e-37	-2.23423e-13
4.04150e+01	6.45105e-19	8.32320e-37	-2.22360e-13
4.04274e+01	6.36652e-19	8.10652e-37	-2.21994e-13
4.04397e+01	6.28311e-19	7.89548e-37	-2.20930e-13
4.04521e+01	6.20078e-19	7.68994e-37	-2.20577e-13
4.04644e+01	6.11954e-19	7.48975e-37	-2.20226e-13
4.04768e+01	6.03936e-19	7.29477e-37	-2.19177e-13
4.04891e+01	5.96023e-19	7.10487e-37	-2.18824e-13
4.05015e+01	5.88214e-19	6.91990e-37	-2.18481e-13
4.05138e+01	5.80507e-19	6.73976e-37	-2.17440e-13
4.05262e+01	5.72901e-19	6.56430e-37	-2.17095e-13
4.05385e+01	5.65394e-19	6.39341e-37	-2.16059e-13
4.05509e+01	5.57986e-19	6.22698e-37	-2.15733e-13
4.05632e+01	5.50675e-19	6.06487e-37	-2.15403e-13
4.05756e+01	5.43460e-19	5.90698e-37	-2.15068e-13
4.05879e+01	5.36340e-19	5.75321e-37	-2.14742e-13
4.06003e+01	5.29312e-19	5.60343e-37	-2.13718e-13
4.06126e+01	5.22377e-19	5.45756e-37	-2.12697e-13
4.06250e+01	5.15533e-19	5.31548e-37	-2.12379e-13
4.06374e+01	5.08778e-19	5.17710e-37	-2.12063e-13
4.06497e+01	5.02112e-19	5.04233e-37	-2.11749e-13
4.06621e+01	4.95533e-19	4.91106e-37	-2.11438e-13
4.06744e+01	4.89041e-19	4.78321e-37	-2.10428e-13
4.06868e+01	4.82633e-19	4.65869e-37	-2.09421e-13
4.06991e+01	4.76309e-19	4.53741e-37	-2.09123e-13
4.07115e+01	4.70069e-19	4.41929e-37	-2.08821e-13
4.07238e+01	4.63910e-19	4.30424e-37	-2.08521e-13
4.07362e+01	4.57831e-19	4.19219e-37	-2.07522e-13
4.07485e+01	4.51833e-19	4.08306e-37	-2.07233e-13
4.07609e+01	4.45913e-19	3.97676e-37	-2.06239e-13
4.07732e+01	4.40070e-19	3.87323e-37	-2.05955e-13
4.07856e+01	4.34304e-19	3.77240e-37	-2.05665e-13
4.07979e+01	4.28614e-19	3.67420e-37	-2.04684e-13
4.08103e+01	4.22998e-19	3.57855e-37	-2.04399e-13
4.08226e+01	4.17456e-19	3.48539e-37	-2.04109e-13
4.08350e+01	4.11986e-19	3.39465e-37	-2.03134e-13
4.08473e+01	4.06588e-19	3.30628e-37	-2.02862e-13
4.08597e+01	4.01261e-19	3.22021e-37	-2.01885e-13
4.08720e+01	3.96003e-19	3.13637e-37	-2.01617e-13
4.08844e+01	3.90815e-19	3.05473e-37	-2.01344e-13
4.08967e+01	3.85694e-19	2.97520e-37	-2.01079e-13
4.09091e+01	3.80641e-19	2.89775e-37	-2.00116e-13
4.09214e+01	3.75654e-19	2.82231e-37	-1.99849e-13
4.09338e+01	3.70732e-19	2.74884e-37	-1.98890e-13
4.09461e+01	3.65874e-19	2.67728e-37	-1.98627e-13
4.09585e+01	3.61080e-19	2.60758e-37	-1.98372e-13
4.09708e+01	3.56349e-19	2.53970e-37	-1.98119e-13
4.09832e+01	3.51680e-19	2.47358e-37	-1.97854e-13
4.09956e+01	3.47073e-19	2.40919e-37	-1.96911e-13
4.10079e+01	3.42525e-19	2.34647e-37	-1.95970e-13
4.10203e+01	3.38037e-19	2.28538e-37	-1.95724e-13
4.10326e+01	3.33608e-19	2.22589e-37	-1.95467e-13
4.10450e+01	3.29237e-19	2.16794e-37	-1.95225e-13
4.10573e+01	3.24923e-19	2.11150e-37	-1.94290e-13
4.10697e+01	3.20666e-19	2.05653e-37	-1.94045e-13
4.10820e+01	3.16465e-19	2.00300e-37	-1.93114e-13
4.10944e+01	3.12318e-19	1.95085e-37	-1.92879e-13
4.11067e+01	3.08226e-19	1.90007e-37	-1.92638e-13
4.11191e+01	3.04188e-19	1.85060e-37	-1.91713e-13
4.11314e+01	3.00202e-19	1.80243e-37	-1.91475e-13
4.11438e+01	2.96269e-19	1.75550e-37	-1.91247e-13
4.11561e+01	2.92387e-19	1.70980e-37	-1.90326e-13
4.11685e+01	2.88556e-19	1.66529e-37	-1.90101e-13
4.11808e+01	2.84775e-19	1.62194e-37	-1.89877e-13
4.11932e+01	2.81044e-19	1.57971e-37	-1.88961e-13
4.12055e+01	2.77362e-19	1.53859e-37	-1.88733e-13
4.12179e+01	2.73728e-19	1.49854e-37	-1.88514e-13
4.12302e+01	2.70141e-19	1.45952e-37	-1.87609e-13
4.12426e+01	2.66602e-19	1.42153e-37	-1.87386e-13
4.12549e+01	2.63109e-19	1.38452e-37	-1.86485e-13
4.12673e+01	2.59661e-19	1.34848e-37	-1.86265e-13
4.12796e+01	2.56259e-19	1.31337e-37	-1.86053e-13
4.12920e+01	2.52901e-19	1.27918e-37	-1.85843e-13
4.13043e+01	2.49588e-19	1.24588e-37	-1.84940e-13
4.13167e+01	2.46318e-19	1.21345e-37	-1.84046e-13
4.13291e+01	2.43090e-19	1.18186e-37	-1.83840e-13
4.13414e+01	2.39905e-19	1.15109e-37	-1.83635e-13
4.13538e+01	2.36762e-19	1.12112e-37	-1.83425e-13
4.13661e+01	2.33660e-19	1.09194e-37	-1.83224e-13
4.13785e+01	2.30598e-19	1.06351e-37	-1.83023e-13
4.13908e+01	2.27577e-19	1.03583e-37	-1.82137e-13
4.14032e+01	2.24595e-19	1.00886e-37	-1.81253e-13
4.14155e+01	2.21653e-19	9.82597e-38	-1.81057e-13
4.14279e+01	2.18748e-19	9.57017e-38	-1.80862e-13
4.14402e+01	2.15882e-19	9.32103e-38	-1.80661e-13
4.14526e+01	2.13054e-19	9.07837e-38	-1.79789e-13
4.14649e+01	2.10262e-19	8.84204e-38	-1.79598e-13
4.14773e+01	2.07507e-19	8.61185e-38	-1.78721e-13
4.14896e+01	2.04788e-19	8.38766e-38	-1.78539e-13
4.15020e+01	2.02105e-19	8.16930e-38	-1.78345e-13
4.15143e+01	1.99457e-19	7.95663e-38	-1.77472e-13
4.15267e+01	1.96844e-19	7.74950e-38	-1.77294e-13
4.15390e+01	1.94265e-19	7.54776e-38	-1.77111e-13
4.15514e+01	1.91719e-19	7.35127e-38	-1.76241e-13
4.15637e+01	1.89207e-19	7.15989e-38	-1.76060e-13
4.15761e+01	1.86728e-19	6.97350e-38	-1.75193e-13
4.15884e+01	1.84282e-19	6.79196e-38	-1.75021e-13
4.16008e+01	1.81867e-19	6.61514e-38	-1.74844e-13
4.16131e+01	1.79484e-19	6.44293e-38	-1.74667e-13
4.16255e+01	1.77133e-19	6.27520e-38	-1.73812e-13
4.16378e+01	1.74812e-19	6.11184e-38	-1.73638e-13
4.16502e+01	1.72521e-19	5.95273e-38	-1.72785e-13
4.16625e+01	1.70261e-19	5.79776e-38	-1.72613e-13
4.16749e+01	1.68030e-19	5.64683e-38	-1.72449e-13
4.16873e+01	1.65829e-19	5.49983e-38	-1.72279e-13
4.16996e+01	1.63656e-19	5.35665e-38	-1.71423e-13
4.17120e+01	1.61512e-19	5.21720e-38	-1.70576e-13
4.17243e+01	1.59395e-19	5.08138e-38	-1.70409e-13
4.17367e+01	1.57307e-19	4.94910e-38	-1.70251e-13
4.17490e+01	1.55246e-19	4.82026e-38	-1.70093e-13
4.17614e+01	1.53212e-19	4.69477e-38	-1.69930e-13
4.17737e+01	1.51204e-19	4.57255e-38	-1.69088e-13
4.17861e+01	1.49223e-19	4.45352e-38	-1.68926e-13
4.17984e+01	1.47268e-19	4.33758e-38	-1.68086e-13
4.18108e+01	1.45339e-19	4.22466e-38	-1.67933e-13
4.18231e+01	1.43434e-19	4.11468e-38	-1.67775e-13
4.18355e+01	1.41555e-19	4.00756e-38	-1.66945e-13
4.18478e+01	1.39700e-19	3.90323e-38	-1.66788e-13
4.18602e+01	1.37870e-19	3.80162e-38	-1.66640e-13
4.18725e+01	1.36063e-19	3.70265e-38	-1.65812e-13
4.18849e+01	1.34281e-19	3.60626e-38	-1.65659e-13
4.18972e+01	1.32521e-19	3.51238e-38	-1.65513e-13
4.19096e+01	1.30785e-19	3.42094e-38	-1.64681e-13
4.19219e+01	1.29071e-19	3.33188e-38	-1.64531e-13
4.19343e+01	1.27380e-19	3.24515e-38	-1.64388e-13
4.19466e+01	1.25711e-19	3.16066e-38	-1.63559e-13
4.19590e+01	1.24064e-19	3.07838e-38	-1.63425e-13
4.19713e+01	1.22439e-19	2.99824e-38	-1.62598e-13
4.19837e+01	1.20834e-19	2.92019e-38	-1.62458e-13
4.19960e+01	1.19251e-19	2.84417e-38	-1.62313e-13
4.20084e+01	1.17689e-19	2.77013e-38	-1.62176e-13
4.20208e+01	1.16147e-19	2.69801e-38	-1.61359e-13
4.20331e+01	1.14625e-19	2.62778e-38	-1.60543e-13
4.20455e+01	1.13123e-19	2.55937e-38	-1.60408e-13
4.20578e+01	1.11641e-19	2.49274e-38	-1.60274e-13
4.20702e+01	1.10178e-19	2.42785e-38	-1.60134e-13
4.20825e+01	1.08735e-19	2.36464e-38	-1.60001e-13
4.20949e+01	1.07310e-19	2.30308e-38	-1.59862e-13
4.21072e+01	1.05904e-19	2.24313e-38	-1.58385e-13
4.21196e+01	1.04516e-19	2.18473e-38	-1.58248e-13
4.21319e+01	1.03147e-19	2.12786e-38	-1.58119e-13
4.21443e+01	1.01795e-19	2.07246e-38	-1.57991e-13
4.21566e+01	1.00462e-19	2.01851e-38	-1.57856e-13
4.21690e+01	9.91454e-20	1.96596e-38	-1.57056e-13
4.21813e+01	9.78464e-20	1.91478e-38	-1.56930e-13
4.21937e+01	9.65643e-20	1.86493e-38	-1.56124e-13
4.22060e+01	9.52991e-20	1.81638e-38	-1.56000e-13
4.22184e+01	9.40505e-20	1.76910e-38	-1.55876e-13
4.22307e+01	9.28182e-20	1.72304e-38	-1.55079e-13
4.22431e+01	9.16021e-20	1.67819e-38	-1.54957e-13
4.22554e+01	9.04019e-20	1.63450e-38	-1.54835e-13
4.22678e+01	8.92174e-20	1.59195e-38	-1.54034e-13
4.22801e+01	8.80484e-20	1.55051e-38	-1.53921e-13
4.22925e+01	8.68948e-20	1.51014e-38	-1.53128e-13
4.23048e+01	8.57563e-20	1.47083e-38	-1.53002e-13
4.23172e+01	8.46327e-20	1.43254e-38	-1.52884e-13
4.23295e+01	8.35238e-20	1.39524e-38	-1.52766e-13
4.23419e+01	8.24294e-20	1.35892e-38	-1.51976e-13
4.23542e+01	8.13494e-20	1.32355e-38	-1.51867e-13
4.23666e+01	8.02836e-20	1.28909e-38	-1.51079e-13
4.23790e+01	7.92317e-20	1.25553e-38	-1.50964e-13
4.23913e+01	7.81935e-20	1.22285e-38	-1.50849e-13
4.24037e+01	7.71690e-20	1.19101e-38	-1.50729e-13
4.24160e+01	7.61579e-20	1.16001e-38	-1.49950e-13
4.24284e+01	7.51601e-20	1.12981e-38	-1.49165e-13
4.24407e+01	7.41753e-20	1.10040e-38	-1.49060e-13
4.24531e+01	7.32034e-20	1.07175e-38	-1.48949e-13
4.24654e+01	7.22443e-20	1.04385e-38	-1.48838e-13
4.24778e+01	7.12977e-20	1.01667e-38	-1.48729e-13
4.24901e+01	7.03636e-20	9.90207e-39	-1.47953e-13
4.25025e+01	6.94417e-20	9.64429e-39	-1.47172e-13
4.25148e+01	6.85318e-20	9.39322e-39	-1.47071e-13
4.25272e+01	6.76339e-20	9.14868e-39	-1.46963e-13
4.25395e+01	6.67477e-20	8.91052e-39	-1.46856e-13
4.25519e+01	6.58732e-20	8.67855e-39	-1.46084e-13
4.25642e+01	6.50101e-20	8.45262e-39	-1.45979e-13
4.25766e+01	6.41583e-20	8.23257e-39	-1.45873e-13
4.25889e+01	6.33177e-20	8.01826e-39	-1.45103e-13
4.26013e+01	6.24881e-20	7.80952e-39	-1.45006e-13
4.26136e+01	6.16693e-20	7.60621e-39	-1.44903e-13
4.26260e+01	6.08613e-20	7.40820e-39	-1.44134e-13
4.26383e+01	6.00639e-20	7.21534e-39	-1.44031e-13
4.26507e+01	5.92769e-20	7.02751e-39	-1.43930e-13
4.26630e+01	5.85003e-20	6.84456e-39	-1.43169e-13
4.26754e+01	5.77338e-20	6.66637e-39	-1.43069e-13
4.26877e+01	5.69773e-20	6.49283e-39	-1.42302e-13
4.27001e+01	5.62308e-20	6.32380e-39	-1.42203e-13
4.27125e+01	5.54940e-20	6.15917e-39	-1.42111e-13
4.27248e+01	5.47669e-20	5.99883e-39	-1.42012e-13
4.27372e+01	5.40494e-20	5.84267e-39	-1.41248e-13
4.27495e+01	5.33412e-20	5.69056e-39	-1.40491e-13
4.27619e+01	5.26423e-20	5.54242e-39	-1.40401e-13
4.27742e+01	5.19526e-20	5.39814e-39	-1.40304e-13
4.27866e+01	5.12719e-20	5.25761e-39	-1.40208e-13
4.27989e+01	5.06001e-20	5.12073e-39	-1.40120e-13
4.28113e+01	4.99371e-20	4.98743e-39	-1.39365e-13
4.28236e+01	4.92828e-20	4.85759e-39	-1.38612e-13
4.28360e+01	4.86371e-20	4.73113e-39	-1.38517e-13
4.28483e+01	4.79998e-20	4.60797e-39	-1.38424e-13
4.28607e+01	4.73709e-20	4.48801e-39	-1.38338e-13
4.28730e+01	4.67502e-20	4.37117e-39	-1.38252e-13
4.28854e+01	4.61377e-20	4.25738e-39	-1.37500e-13
4.28977e+01	4.55332e-20	4.14654e-39	-1.37408e-13
4.29101e+01	4.49366e-20	4.03860e-39	-1.36658e-13
4.29224e+01	4.43478e-20	3.93346e-39	-1.36574e-13
4.29348e+01	4.37668e-20	3.83106e-39	-1.36490e-13
4.29471e+01	4.31933e-20	3.73133e-39	-1.35741e-13
4.29595e+01	4.26274e-20	3.63419e-39	-1.35658e-13
4.29718e+01	4.20689e-20	3.53958e-39	-1.35569e-13
4.29842e+01	4.15177e-20	3.44744e-39	-1.34821e-13
4.29965e+01	4.09737e-20	3.35769e-39	-1.34740e-13
4.30089e+01	4.04369e-20	3.27028e-39	-1.33993e-13
4.30212e+01	3.99070e-20	3.18514e-39	-1.33905e-13
4.30336e+01	3.93842e-20	3.10222e-39	-1.33825e-13
4.30459e+01	3.88681e-20	3.02146e-39	-1.33745e-13
4.30583e+01	3.83589e-20	2.94281e-39	-1.33007e-13
4.30707e+01	3.78563e-20	2.86620e-39	-1.32921e-13
4.30830e+01	3.73603e-20	2.79158e-39	-1.32183e-13
4.30954e+01	3.68708e-20	2.71891e-39	-1.32105e-13
4.31077e+01	3.63877e-20	2.64813e-39	-1.32027e-13
4.31201e+01	3.59109e-20	2.57919e-39	-1.31943e-13
4.31324e+01	3.54404e-20	2.51204e-39	-1.31206e-13
4.31448e+01	3.49761e-20	2.44665e-39	-1.30464e-13
4.31571e+01	3.45178e-20	2.38295e-39	-1.30387e-13
4.31695e+01	3.40655e-20	2.32092e-39	-1.30312e-13
4.31818e+01	3.36192e-20	2.26050e-39	-1.30236e-13
4.31942e+01	3.31787e-20	2.20165e-39	-1.30161e-13
4.32065e+01	3.27440e-20	2.14434e-39	-1.29427e-13
4.32189e+01	3.23150e-20	2.08851e-39	-1.28700e-13
4.32312e+01	3.18916e-20	2.03414e-39	-1.28619e-13
4.32436e+01	3.14737e-20	1.98119e-39	-1.28546e-13
4.32559e+01	3.10613e-20	1.92961e-39	-1.28465e-13
4.32683e+01	3.06543e-20	1.87938e-39	-1.27740e-13
4.32806e+01	3.02527e-20	1.83045e-39	-1.27667e-13
4.32930e+01	2.98563e-20	1.78280e-39	-1.27595e-13
4.33053e+01	2.94651e-20	1.73639e-39	-1.26871e-13
4.33177e+01	2.90791e-20	1.69119e-39	-1.26799e-13
4.33300e+01	2.86981e-20	1.64716e-39	-1.26721e-13
4.33424e+01	2.83221e-20	1.60428e-39	-1.25990e-13
4.33547e+01	2.79510e-20	1.56251e-39	-1.25927e-13
4.33671e+01	2.75848e-20	1.52184e-39	-1.25856e-13
4.33794e+01	2.72233e-20	1.48222e-39	-1.25127e-13
4.33918e+01	2.68666e-20	1.44363e-39	-1.25057e-13
4.34042e+01	2.65146e-20	1.40605e-39	-1.24336e-13
4.34165e+01	2.61672e-20	1.36945e-39	-1.24267e-13
4.34289e+01	2.58244e-20	1.33380e-39	-1.24198e-13
4.34412e+01	2.54860e-20	1.29907e-39	-1.24129e-13
4.34536e+01	2.51521e-20	1.26525e-39	-1.23409e-13
4.34659e+01	2.48225e-20	1.23232e-39	-1.22689e-13
4.34783e+01	2.44973e-20	1.20024e-39	-1.22621e-13
4.34906e+01	2.41763e-20	1.16899e-39	-1.22554e-13
4.35030e+01	2.38596e-20	1.13856e-39	-1.22487e-13
4.35153e+01	2.35470e-20	1.10892e-39	-1.22420e-13
4.35277e+01	2.32384e-20	1.08005e-39	-1.21701e-13
4.35400e+01	2.29340e-20	1.05193e-39	-1.20983e-13
4.35524e+01	2.26335e-20	1.02455e-39	-1.20924e-13
4.35647e+01	2.23369e-20	9.97876e-40	-1.20851e-13
4.35771e+01	2.20443e-20	9.71898e-40	-1.20793e-13
